18681.city,HOXXYWOOD,HOLLYWOOD
7293.measurename,Children WhX Received RelieveX Medication While Hospitalized for Asthma,Children Who Received Reliever Medication While Hospitalized for Asthma
24185.hospitaltype,AcuXe CareXHospitals,Acute Care Hospitals
14256.hospitaltype,AcuXX Care Hospitals,Acute Care Hospitals
2226.city,MXNXGOMERY,MONTGOMERY
9313.city,HAXFXRD,HANFORD
22768.measurename,Heart Failure Patients Given ACE Inhibitor or ARB for LeftXVentricular Systolic DysfunctioX (LVSD),Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)
32644.measurename,Pneumonia PatieXts Assessed and Given PneumococcaX Vaccination,Pneumonia Patients Assessed and Given Pneumococcal Vaccination
1668.stateavg,AX_SCIP-VTE-X,AL_SCIP-VTE-1
17311.city,WATERXUXY,WATERBURY
31170.condition,PnXumXnia,Pneumonia
5655.hospitaltype,AXute Xare Hospitals,Acute Care Hospitals
17595.condition,Xurgical InfeXtion Prevention,Surgical Infection Prevention
24764.city,XXCON,MACON
40839.hospitaltype,Acute Care HospitaXX,Acute Care Hospitals
25064.stateavg,GA_PXX4,GA_PN-4
13634.hospitaltype,Acute Xare HoXpitals,Acute Care Hospitals
15939.measurename,Heart Attack Patients Given SXoking Cessation Advice/Xounseling,Heart Attack Patients Given Smoking Cessation Advice/Counseling
7323.hospitaltype,AcuteXCareXHospitals,Acute Care Hospitals
38035.condition,XnXumonia,Pneumonia
38071.stateavg,KS_SCIP-VTXX2,KS_SCIP-VTE-2
49840.measurename,Heart Attack Patients Given FibrinolytiX Xedication Within 30 Minutes Of Arrival,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival
22191.stateavg,FL_PXX4,FL_PN-4
9036.stateavg,XA_XN-2,CA_PN-2
8597.city,SAN BXRNARDIXO,SAN BERNARDINO
22927.condition,SXrgical Infection PrXvention,Surgical Infection Prevention
20346.hospitaltype,Acute CaXe HoXpitals,Acute Care Hospitals
8907.stateavg,XX_HF-1,CA_HF-1
37812.hospitaltype,AcutX Care HospiXals,Acute Care Hospitals
13140.address1,406X WHITTXER BLVD,4060 WHITTIER BLVD
22815.city,CAXROLLTXN,CARROLLTON
45814.hospitaltype,CriticalXAccesX Hospitals,Critical Access Hospitals
17817.stateavg,DE_XN-XC,DE_PN-5C
2659.condition,ChildXXn&#8217;s Asthma Care,Children&#8217;s Asthma Care
42352.condition,PXeuXonia,Pneumonia
10861.stateavg,XA_AMIX7A,CA_AMI-7A
2618.stateavg,XK_HX-4,AK_HF-4
25093.condition,Xurgical InfeXtion Prevention,Surgical Infection Prevention
31874.measurename,Heart Failure Xatients Given an EvalXation of Left Ventricular Systolic (LVS) Function,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function
5187.measurename,Heart AtXack Patients Given Fibrinolytic Medication Within 30 Minutes Of ArrXval,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival
16951.stateavg,CO_XF-X,CO_HF-1
34440.measurename,Heart Attack Patients GiXen Aspirin at ArXival,Heart Attack Patients Given Aspirin at Arrival
8394.measurename,Pneumonia PatieXts Given Smoking Cessation Advice/CoXnseling,Pneumonia Patients Given Smoking Cessation Advice/Counseling
102.address1,702XNXMAIN ST,702 N MAIN ST
38460.stateavg,KX_HF-X,KS_HF-4
45739.stateavg,ME_SCXPXINF-4,ME_SCIP-INF-4
47605.condition,HXart FailurX,Heart Failure
27570.stateavg,ILXSCIP-VXE-2,IL_SCIP-VTE-2
42668.city,ABBEXXLLE,ABBEVILLE
8697.condition,SurXical InfXction Prevention,Surgical Infection Prevention
4795.hospitaltype,Critical AcXXss Hospitals,Critical Access Hospitals
37668.city,XAXLA,PAOLA
41929.address1,1011 XLD HIGHWAY 6X,1011 OLD HIGHWAY 60
40171.stateavg,KY_SCIP-INXX2,KY_SCIP-INF-2
18353.condition,HearXXFailure,Heart Failure
19216.hospitaltype,AcuteXCare HXspitals,Acute Care Hospitals
32878.condition,Surgical InfXXtion Prevention,Surgical Infection Prevention
41701.measurename,Pneumonia Patients GXvXn Initial Antibiotic(s) within 6 Hours After Arrival,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival
30568.stateavg,IL_PX-5X,IL_PN-5C
40475.stateavg,KY_PNXX,KY_PN-7
30150.hospitaltype,Xcute Care HosXitals,Acute Care Hospitals
42234.address1,1X14 COOLIDGX AVENUE,1214 COOLIDGE AVENUE
11088.condition,HeartXFaiXure,Heart Failure
25929.condition,Surgical Infection PXevXntion,Surgical Infection Prevention
30255.stateavg,IX_XMI-8A,IL_AMI-8A
38926.stateavg,KSXAMX-2,KS_AMI-2
25114.address1,40X CHARTER BOULEXARD,400 CHARTER BOULEVARD
22725.measurename,Pneumonia Patients AsseXsed and Given InflXenza Vaccination,Pneumonia Patients Assessed and Given Influenza Vaccination
45702.measurename,Heart Failure Patients Given ACE Inhibitor or ARBXfor Left VentriXular Systolic Dysfunction (LVSD),Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)
14219.measurename,surgery patients whose doctors ordered treatmentsXto preventXblood clots after certain types of surgeries,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries
5576.condition,PneuXonXa,Pneumonia
22197.address1,250 XORTH WICKHAMXROAD,250 NORTH WICKHAM ROAD
10776.condition,Surgical Infection PXeventioX,Surgical Infection Prevention
33172.hospitaltype,Acute Care HospitXXs,Acute Care Hospitals
17664.measurename,Pneumonia Patients Given Initial AntibXotic(s) within 6 Hours After ArriXal,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival
25243.hospitaltype,Acute CXXe Hospitals,Acute Care Hospitals
657.hospitaltype,Acute CareXHospitaXs,Acute Care Hospitals
33076.hospitaltype,Acute CXre HXspitals,Acute Care Hospitals
33787.condition,HeXrt AXtack,Heart Attack
47731.hospitaltype,AcXte Care HospXtals,Acute Care Hospitals
181.city,XUNTERSVIXLE,GUNTERSVILLE
15986.measurename,Xeart Attack PatientX Given Aspirin at Arrival,Heart Attack Patients Given Aspirin at Arrival
35251.measurename,Heart Attack Patients GXven Fibrinolytic Medication Within 30 Minutes Of ArrXval,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival
41188.city,AXBXNY,ALBANY
8474.city,GLXNXALE,GLENDALE
5454.measurename,surgery patients needing hair removed from Xhe surgical area bXfore surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor),surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor)
8337.condition,HXart Xttack,Heart Attack
37085.condition,Surgical Infection PreXeXtion,Surgical Infection Prevention
3737.address1,POXXOX 600,PO BOX 600
48758.stateavg,XA_XCIP-INF-4,MA_SCIP-INF-4
8560.city,XCEANSXDE,OCEANSIDE
159.hospitaltype,Acute Care HXsXitals,Acute Care Hospitals
35159.condition,PXXumonia,Pneumonia
26923.measurename,surgery patients wXX were given the  right kind  of antibiotic to help prevent infection,surgery patients who were given the  right kind  of antibiotic to help prevent infection
8746.measurename,all heart surgery patients whose blood sugar (blood glucose) is kept undeX good Xontrol in the days right after surgery,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery
25972.condition,PneXmonXa,Pneumonia
43913.stateavg,LA_SCIX-XNF-3,LA_SCIP-INF-3
14929.address1,29X01 HOSPITAL ROXD,29101 HOSPITAL ROAD
5937.measurename,Heart Attack Patients Given ACE InhibiXor or ARB for LeftXVentricular Systolic Dysfunction (LVSD),Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)
39372.measurename,Heart FaiXure Patients Given Smoking CXssation Advice/Counseling,Heart Failure Patients Given Smoking Cessation Advice/Counseling
45801.condition,XearX Failure,Heart Failure
32366.city,MADXSXN,MADISON
32773.condition,PneuXoXia,Pneumonia
46313.measurename,PneumonXa Patients AssessXd and Given Pneumococcal Vaccination,Pneumonia Patients Assessed and Given Pneumococcal Vaccination
49004.measurename,Pneumonia Patients XsXessed and Given Pneumococcal Vaccination,Pneumonia Patients Assessed and Given Pneumococcal Vaccination
47647.condition,HeXrt AttacX,Heart Attack
6418.measurename,patients who got treatment  at the right time (within 24 hours before or after their sXrgery) to help prevent bloXd clots after certain types of surgery,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery
49111.stateavg,XI_XF-1,MI_HF-1
33170.stateavg,INXXN-3B,IN_PN-3B
16821.city,SAXXDA,SALIDA
3864.measurename,surgery patients whose doctors orXered treatments to prevent bXood clots after certain types of surgeries,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries
33859.city,TXPTXN,TIPTON
11880.city,WESX HILXS,WEST HILLS
28710.city,XPRIXGFIELD,SPRINGFIELD
16042.measurename,Heart Attack PaXients GivenXPCI Within 90 Minutes Of Arrival,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival
38293.city,WICHIXX,WICHITA
37266.city,XRATX,PRATT
43895.address1,X415XTULANE AVE,1415 TULANE AVE
19996.stateavg,FX_AMI-X,FL_AMI-4
7829.measurename,Heart Failure Patients Xiven Discharge InstructioXs,Heart Failure Patients Given Discharge Instructions
37681.city,XXYSSES,ULYSSES
41372.city,SXMEXSET,SOMERSET
33871.condition,Heart FailXrX,Heart Failure
12588.hospitaltype,AXute CaXe Hospitals,Acute Care Hospitals
13277.address1,6600 XRUXEVILLE ROAD,6600 BRUCEVILLE ROAD
25190.measurename,Heart Failure Patients Given Discharge InstXuctXons,Heart Failure Patients Given Discharge Instructions
4908.city,CXARKSXILLE,CLARKSVILLE
33515.measurename,Heart Attack PatienXs Given Beta BlockerXat Discharge,Heart Attack Patients Given Beta Blocker at Discharge
32052.condition,HeaXt FaXlure,Heart Failure
16872.city,XSPXN,ASPEN
39764.measurename,surgery patients needing hair remoXed from the surgical area before surgerX&#54; who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor),surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor)
44187.city,MANX,MANY
22300.measurename,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electXic cXippers or hair removal cream �C not a razor),surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor)
29944.hospitaltype,AcXte Care HospXtals,Acute Care Hospitals
40366.stateavg,KYXPX-5C,KY_PN-5C
29975.hospitaltype,AcuteXCaXe Hospitals,Acute Care Hospitals
48448.stateavg,XA_PX-2,MA_PN-2
10545.stateavg,CA_SCIP-CAXX-2,CA_SCIP-CARD-2
2383.measurename,Heart Attack Xatients Given Smoking CessationXAdvice/Counseling,Heart Attack Patients Given Smoking Cessation Advice/Counseling
33454.hospitaltype,Acute CaXe HospitalX,Acute Care Hospitals
18459.hospitaltype,Xcute Care HospitXls,Acute Care Hospitals
15584.condition,PXeumoniX,Pneumonia
26231.measurename,surgery patients who were given the  right kXnd  ofXantibiotic to help prevent infection,surgery patients who were given the  right kind  of antibiotic to help prevent infection
27826.address1,45 W X1XTH STREET,45 W 111TH STREET
44696.hospitaltype,AcuteXCare HospiXals,Acute Care Hospitals
46273.address1,WXLKENS & CATON AVENUEX,WILKENS & CATON AVENUES
17260.measurename,Pneumonia Patients GiveX SmokXng Cessation Advice/Counseling,Pneumonia Patients Given Smoking Cessation Advice/Counseling
8080.condition,HeaXt Xttack,Heart Attack
5145.stateavg,XR_PX-7,AR_PN-7
8359.condition,HeartXAttXck,Heart Attack
39137.stateavg,KY_SCIX-INF-X,KY_SCIP-INF-3
27825.address1,45 XX111TH STREET,45 W 111TH STREET
47559.measurename,Pneumonia Patients Given Smoking CessaXion Xdvice/Counseling,Pneumonia Patients Given Smoking Cessation Advice/Counseling
8419.measurename,PneumXnia Patients Given Smoking CXssation Advice/Counseling,Pneumonia Patients Given Smoking Cessation Advice/Counseling
5399.condition,Surgical InfectiXn PXevention,Surgical Infection Prevention
38399.hospitaltype,CriticXl AccesX Hospitals,Critical Access Hospitals
4875.stateavg,AZXSCIPXVTE-2,AZ_SCIP-VTE-2
6704.hospitaltype,Acute CareXHospXtals,Acute Care Hospitals
29582.stateavg,IL_SCIX-IXF-4,IL_SCIP-INF-4
35470.address1,X0X SE KENT,609 SE KENT
29901.measurename,HeaXt Failure Patients Given Discharge InXtructions,Heart Failure Patients Given Discharge Instructions
29381.condition,Surgical XnfecXion Prevention,Surgical Infection Prevention
45018.city,CUXXOFF,CUT OFF
49923.measurename,Pneumonia PXtients Given Smoking Cessation AdvXce/Counseling,Pneumonia Patients Given Smoking Cessation Advice/Counseling
24033.hospitaltype,AcuteXCare HosXitals,Acute Care Hospitals
8461.address1,1X12 VERDUGO BLXD,1812 VERDUGO BLVD
20941.condition,HeartXFaiXure,Heart Failure
46103.condition,Surgical InfectXonXPrevention,Surgical Infection Prevention
37161.condition,Surgical Xnfection PrevenXion,Surgical Infection Prevention
7811.hospitaltype,AcutX CareXHospitals,Acute Care Hospitals
6145.stateavg,AR_XMX-7A,AR_AMI-7A
12536.address1,60X1 CAXILLAC AVE,6041 CADILLAC AVE
2132.address1,3719 DAUPHXN STREXT,3719 DAUPHIN STREET
20177.condition,Xeart Xttack,Heart Attack
24901.condition,Heart XXtack,Heart Attack
47448.hospitaltype,AXutX Care Hospitals,Acute Care Hospitals
44012.measurename,surgery patients who were Xiven the  righX kind  of antibiotic to help prevent infection,surgery patients who were given the  right kind  of antibiotic to help prevent infection
7388.stateavg,CA_SCIP-CARDXX,CA_SCIP-CARD-2
32577.condition,Surgical InfeXtion PreventXon,Surgical Infection Prevention
7430.hospitaltype,AcutX Care HospitXls,Acute Care Hospitals
5431.address1,2801 XEDICAL CEXTER DRIVE,2801 MEDICAL CENTER DRIVE
47752.stateavg,MXXAMI-8A,MA_AMI-8A
12272.stateavg,CA_SCIP-XNF-X,CA_SCIP-INF-1
28922.stateavg,IX_PN-X,IL_PN-2
9632.city,XAN LUIX OBISPO,SAN LUIS OBISPO
17181.stateavg,XT_HFX3,CT_HF-3
9098.condition,Xurgical InXection Prevention,Surgical Infection Prevention
44591.stateavg,LAXPNX7,LA_PN-7
40031.stateavg,KX_PN-5X,KY_PN-5C
33388.stateavg,IN_XMIX3,IN_AMI-3
37562.city,BURLXNGTXN,BURLINGTON
25616.city,FOLKXXON,FOLKSTON
2137.condition,XneumXnia,Pneumonia
40952.hospitaltype,AcuteXCare HospitalX,Acute Care Hospitals
26580.city,POCAXEXLO,POCATELLO
40493.city,FLORENXX,FLORENCE
38227.stateavg,KS_AMXX7A,KS_AMI-7A
26663.hospitaltype,Acute Xare HoXpitals,Acute Care Hospitals
27856.stateavg,ILXHF-X,IL_HF-1
10871.city,CXRCXRAN,CORCORAN
18909.stateavg,FL_PX-X,FL_PN-7
11896.measurename,surgery patients whose doctors ordered treatments to prevent blood clotX after certain types of surgerieX,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries
9519.address1,5974 PEXXZ ROAD,5974 PENTZ ROAD
23570.measurename,HeXrt Attack Patients Given Fibrinolytic MedicaXion Within 30 Minutes Of Arrival,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival
36591.address1,2000 S MXXN,2000 S MAIN
14949.stateavg,CA_SXIP-XNF-3,CA_SCIP-INF-3
42347.measurename,Heart Failure Patients Given DiXchXrge Instructions,Heart Failure Patients Given Discharge Instructions
35975.stateavg,IA_SCIXXVTE-1,IA_SCIP-VTE-1
33754.hospitaltype,Critical Access HospXXals,Critical Access Hospitals
39929.condition,PneuXoXia,Pneumonia
49037.measurename,Pneumonia PXtients Assessed and Given PneumococXal Vaccination,Pneumonia Patients Assessed and Given Pneumococcal Vaccination
17177.city,STAFFORDXSPRINGX,STAFFORD SPRINGS
7078.stateavg,CA_SCIP-INFXX,CA_SCIP-INF-3
10124.stateavg,CA_SXIPXVTE-2,CA_SCIP-VTE-2
43175.measurename,surgery patients who were given tXe  right kind  of antibiotXc to help prevent infection,surgery patients who were given the  right kind  of antibiotic to help prevent infection
40407.stateavg,XY_AMIX7A,KY_AMI-7A
36872.hospitaltype,CrXtiXal Access Hospitals,Critical Access Hospitals
25640.stateavg,GX_HX-1,GA_HF-1
26737.stateavg,ID_PNXXB,ID_PN-3B
32677.city,LAWRXNXEBURG,LAWRENCEBURG
5239.city,XOTXSPRINGS,HOT SPRINGS
44845.condition,Surgical InfXction PreXention,Surgical Infection Prevention
13779.stateavg,XAXPN-6,CA_PN-6
4260.hospitaltype,Acute CarX HospitaXs,Acute Care Hospitals
33098.address1,36X0 GUIOX RD,3630 GUION RD
20715.hospitaltype,Acute Care HoXpitXls,Acute Care Hospitals
31357.measurename,patients who got treatment  at the right time (witXin 24 hours before or after their surgery) to help prevent blood clots after ceXtain types of surgery,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery
31948.city,INXXANAPOLIS,INDIANAPOLIS
25847.hospitaltype,Critical AccXss HospitXls,Critical Access Hospitals
14540.measurename,Pneumonia Patients Assessed and GivXn Xneumococcal Vaccination,Pneumonia Patients Assessed and Given Pneumococcal Vaccination
28745.city,CHICXGX,CHICAGO
45221.stateavg,MX_SCIP-INFX1,ME_SCIP-INF-1
13150.hospitaltype,Acute Care HospitaXX,Acute Care Hospitals
11145.measurename,Pneumonia PatXents Given Initial Antibiotic(X) within 6 Hours After Arrival,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival
23848.condition,Surgical InfectiXn PreXention,Surgical Infection Prevention
41476.address1,150 XORTH XAGLE CREEK DRIVE,150 NORTH EAGLE CREEK DRIVE
18243.measurename,Xeart Attack Patients Given Aspirin at ArrivaX,Heart Attack Patients Given Aspirin at Arrival
10770.city,SXNXRA,SONORA
1747.condition,SurgicXl InfeXtion Prevention,Surgical Infection Prevention
18009.city,XASHINGXON,WASHINGTON
49450.measurename,Pneumonia Patients Given the Most Appropriate XniXial Antibiotic(s),Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)
43617.hospitaltype,AcuXe Care HospiXals,Acute Care Hospitals
7947.condition,Heart AtXacX,Heart Attack
46350.city,BALXIMOXE,BALTIMORE
44968.stateavg,LA_SXIP-XNF-1,LA_SCIP-INF-1
14519.measurename,surgery patients whoseXdoctors ordered treatments to prevent blood clots after certain types Xf surgeries,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries
24848.condition,SurgXcal InfectioX Prevention,Surgical Infection Prevention
40987.condition,Heart FaiXuXe,Heart Failure
43885.hospitaltype,Acute Care XospXtals,Acute Care Hospitals
49409.measurename,patients who got treatment  at tXe right time (within 24 hours before or after theiX surgery) to help prevent blood clots after certain types of surgery,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery
36402.condition,Surgical IXfection PrevXntion,Surgical Infection Prevention
24844.stateavg,GAXSXIP-INF-1,GA_SCIP-INF-1
23579.hospitaltype,Acute CarX HospXtals,Acute Care Hospitals
9004.city,XULLEXTON,FULLERTON
15166.address1,140X BAILXY AVE,1401 BAILEY AVE
6599.city,LAKX VXLLAGE,LAKE VILLAGE
44617.city,BATON RXUGX,BATON ROUGE
9812.address1,400 NORTH PXXPER AVENUE,400 NORTH PEPPER AVENUE
5909.hospitaltype,Acute CXre - VA Xedical Center,Acute Care - VA Medical Center
22096.stateavg,FX_SCIPXINF-1,FL_SCIP-INF-1
8587.condition,HearX AXtack,Heart Attack
46980.stateavg,MD_XCIX-INF-4,MD_SCIP-INF-4
32524.city,LOGANXPXRT,LOGANSPORT
11618.stateavg,CX_XMI-5,CA_AMI-5
43752.city,XETAIRIX,METAIRIE
16254.condition,Surgical Infection PrXventiXn,Surgical Infection Prevention
23657.city,FIXZGERAXD,FITZGERALD
1916.address1,42024XHIGHWAY 19X E,42024 HIGHWAY 195 E
16591.address1,1017 X 7TH XT,1017 W 7TH ST
21458.measurename,PXeumonia Patients AssessedXand Given Influenza Vaccination,Pneumonia Patients Assessed and Given Influenza Vaccination
31733.measurename,surgery patientsXwho were taXing heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery
32165.address1,60X W SECONX ST,601 W SECOND ST
5393.stateavg,ARXPX-2,AR_PN-2
16398.measurename,Heart Failure Patients GivXn ACE Inhibitor or ARB for Left Ventricular Systolic Xysfunction (LVSD),Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)
48064.stateavg,MAXXN-6,MA_PN-6
17600.hospitaltype,Acute Care HosXitXls,Acute Care Hospitals
30608.measurename,Heart Attack Patients Given BetX Blocker Xt Discharge,Heart Attack Patients Given Beta Blocker at Discharge
43872.hospitaltype,AXute CarX Hospitals,Acute Care Hospitals
29893.stateavg,IL_SCIP-XTE-X,IL_SCIP-VTE-2
35370.city,XOXNING,CORNING
29044.condition,Heart FaiXXre,Heart Failure
35988.stateavg,IAXXN-2,IA_PN-2
40479.stateavg,KY_SCIX-INF-X,KY_SCIP-INF-3
43240.stateavg,XA_HF-X,LA_HF-3
29476.condition,XXeumonia,Pneumonia
14097.measurename,surgery patients whoXwere given the Xright kind  of antibiotic to help prevent infection,surgery patients who were given the  right kind  of antibiotic to help prevent infection
20865.hospitaltype,Acute CarX HospitaXs,Acute Care Hospitals
12028.condition,XeartXAttack,Heart Attack
17184.condition,PneuXXnia,Pneumonia
3136.city,SXX DIEGO,SAN DIEGO
14094.address1,18321 XXARK STREET,18321 CLARK STREET
19142.hospitaltype,AcuteXCare HospiXals,Acute Care Hospitals
4711.city,XOLACCX,POLACCA
20442.hospitaltype,AcuXe Care HospXtals,Acute Care Hospitals
46552.stateavg,XDXAMI-1,MD_AMI-1
2553.city,REX BXY,RED BAY
16756.address1,501 AIRPXRTXROAD,501 AIRPORT ROAD
24854.hospitaltype,AXute Care HospiXals,Acute Care Hospitals
44930.city,KAXLXN,KAPLAN
28563.hospitaltype,XcuXe Care Hospitals,Acute Care Hospitals
33635.stateavg,IN_SCIP-VXE-X,IN_SCIP-VTE-2
28917.stateavg,ILXAMI-XA,IL_AMI-8A
2379.measurename,patients who got treatment  at the right time (within 24 hours before or after theXr surgery) to help prXvent blood clots after certain types of surgery,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery
25336.address1,6X25 HOSPITAX PARKWAY,6325 HOSPITAL PARKWAY
9906.stateavg,CAXAMIX8A,CA_AMI-8A
31401.hospitaltype,AcuteXCare HospitaXs,Acute Care Hospitals
9209.city,XEEXLEY,REEDLEY
39679.hospitaltype,CriticXl AXcess Hospitals,Critical Access Hospitals
1396.city,DXCATXR,DECATUR
32376.stateavg,IN_SXIP-IXF-3,IN_SCIP-INF-3
39516.measurename,patients who got treatment  at the right timeX(within 24 hours before or after their surgery) to help prevent blood clots after certaXn types of surgery,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery
4919.city,CLARXSVIXLE,CLARKSVILLE
28344.measurename,Pneumonia Patients Whose InitXal Emergency Room Xlood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics
13480.stateavg,XA_XN-7,CA_PN-7
41648.condition,PXeXmonia,Pneumonia
49519.hospitaltype,Acute Care - VA MeXical Xenter,Acute Care - VA Medical Center
3653.city,SAFFOXX,SAFFORD
26452.address1,X512 TXELFTH AVENUE ROAD,1512 TWELFTH AVENUE ROAD
17640.condition,PXeumoniX,Pneumonia
15451.condition,Heart FailXXe,Heart Failure
8373.hospitaltype,Acute Xare HospitXls,Acute Care Hospitals
49540.address1,X700XCLINTON STREET,1700 CLINTON STREET
49631.address1,23901XLAHSEX,23901 LAHSER
21461.measurename,surgery patients who were given the  right kinX  of antibiotic to help prevent infecXion,surgery patients who were given the  right kind  of antibiotic to help prevent infection
16720.measurename,Heart Attack Patients Given PCI Within 90 MinuXeX Of Arrival,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival
13221.address1,4081 E OLYMPICXXLVD,4081 E OLYMPIC BLVD
4955.condition,HeaXt AttacX,Heart Attack
18242.city,XRLAXDO,ORLANDO
3818.condition,Heart AtXaXk,Heart Attack
20484.measurename,Heart AXXack Patients Given Smoking Cessation Advice/Counseling,Heart Attack Patients Given Smoking Cessation Advice/Counseling
40093.stateavg,KX_AMI-X,KY_AMI-2
30893.city,RUSHXILXE,RUSHVILLE
31230.hospitaltype,Xritical Access Xospitals,Critical Access Hospitals
25632.address1,1203 NORTH THIRD XTREEX,1203 NORTH THIRD STREET
41016.hospitaltype,AcutX CarX Hospitals,Acute Care Hospitals
30168.condition,Surgical InfecXion PreveXtion,Surgical Infection Prevention
8457.address1,1812 VERDUGX BLVX,1812 VERDUGO BLVD
23237.stateavg,XAXAMI-1,GA_AMI-1
11644.city,STXXFORD,STANFORD
44401.condition,HearX FailuXe,Heart Failure
7770.hospitaltype,AcuXe CaXe Hospitals,Acute Care Hospitals
2627.city,PXLMEX,PALMER
30201.condition,HeartXAXtack,Heart Attack
16510.measurename,all heart surgery patientX whose blood sugar (blood glucose) is kept under good control in the days rightXafter surgery,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery
35310.address1,1316 SOXTH MAIN STXEET,1316 SOUTH MAIN STREET
9032.hospitaltype,Acute Care XospitaXs,Acute Care Hospitals
47361.address1,210X DORCHESXER AVENUE,2100 DORCHESTER AVENUE
28048.stateavg,IL_XN-X,IL_PN-7
9676.hospitaltype,Acute Care HospitaXX,Acute Care Hospitals
15972.city,GRANX JXNCTION,GRAND JUNCTION
15514.city,PXXBLO,PUEBLO
30590.hospitaltype,CriticXl Access HospiXals,Critical Access Hospitals
43501.city,XASTRXP,BASTROP
31334.condition,HXart AttXck,Heart Attack
27637.address1,324X SOUTH OAK PARKXAVENUE,3249 SOUTH OAK PARK AVENUE
23301.measurename,Pneumonia PaXients Given Initial Antibiotic(s) within 6 HoXrs After Arrival,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival
23633.measurename,surgery patients who were given an antibiotic at the right time (Xithin one hour before surgery) to help prevent infectioX,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection
40480.condition,SurgiXal Infection Xrevention,Surgical Infection Prevention
11447.measurename,Pneumonia PatXents Assessed Xnd Given Influenza Vaccination,Pneumonia Patients Assessed and Given Influenza Vaccination
13047.address1,X3845 W MCBEAN PXWY,23845 W MCBEAN PKWY
6265.stateavg,AXXAMI-1,AR_AMI-1
29361.measurename,Heart Attack PatiXnts Given Aspirin at ArrivaX,Heart Attack Patients Given Aspirin at Arrival
27558.stateavg,XX_PN-3B,IL_PN-3B
28085.hospitaltype,XcuXe Care Hospitals,Acute Care Hospitals
42521.hospitaltype,Acute CaXe HosXitals,Acute Care Hospitals
5018.address1,HXGHWAY 10 AT DETROIT STREXT,HIGHWAY 10 AT DETROIT STREET
30070.hospitaltype,Acute Care XospitalX,Acute Care Hospitals
32344.condition,HeartXAttaXk,Heart Attack
48657.stateavg,MX_SCXP-INF-3,MA_SCIP-INF-3
4716.condition,PnXXmonia,Pneumonia
21449.condition,HeXrtXFailure,Heart Failure
48123.stateavg,MAXSCIX-INF-2,MA_SCIP-INF-2
19053.hospitaltype,AcuteXCare HospitaXs,Acute Care Hospitals
26990.measurename,PXeumonia Patients Assessed and Given Xneumococcal Vaccination,Pneumonia Patients Assessed and Given Pneumococcal Vaccination
28083.address1,812 XXLOGAN,812 N LOGAN
